Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-2454,75,Female,Houston,Premium,82.05,14,3,1,Daily,2026-05-05,4,0
CUST-2455,71,Female,San Diego,Standard,58.14,19,5,1,Daily,2026-04-10,3,0
CUST-2456,27,Male,San Antonio,Basic,20.65,40,14,1,Weekly,2026-04-10,5,0
CUST-2457,35,Other,Houston,Basic,23.28,10,4,1,Daily,2026-06-15,3,0
CUST-2458,48,Female,San Diego,Basic,25.34,38,12,3,Monthly,2026-04-07,2,1
CUST-2459,19,Female,San Jose,Standard,65.42,6,2,1,Daily,2026-05-29,3,0
CUST-2460,61,Female,Chicago,Basic,29.86,51,22,0,Weekly,2026-03-31,4,0
CUST-2461,68,Male,Philadelphia,Premium,148.69,32,1,0,Monthly,2026-05-30,4,0
CUST-2462,30,Other,Phoenix,Premium,142.34,2,2,1,Bi-weekly,2026-05-30,2,0
CUST-2463,62,Female,Phoenix,Standard,69.85,22,1,3,Bi-weekly,2026-03-28,4,0
CUST-2464,39,Other,New York,Basic,27.44,60,20,0,Daily,2026-04-08,2,1
CUST-2465,30,Female,San Antonio,Standard,31.44,44,9,0,Monthly,2026-05-09,4,0
CUST-2466,72,Female,San Antonio,Premium,97.37,23,5,2,Weekly,2026-04-19,4,0
CUST-2467,46,Other,Los Angeles,Premium,143.07,56,17,0,Daily,2026-06-18,3,0
CUST-2468,24,Male,Los Angeles,Basic,17.47,10,5,0,Weekly,2026-06-09,2,1
CUST-2469,18,Other,Philadelphia,Premium,75.63,38,15,1,Bi-weekly,2026-03-27,2,1
CUST-2470,21,Other,Chicago,Basic,28.36,60,3,0,Weekly,2026-06-09,2,1
CUST-2471,68,Other,Houston,Basic,11.0,6,2,1,Bi-weekly,2026-04-01,3,0
CUST-2472,30,Other,San Diego,Premium,126.5,31,5,1,Daily,2026-04-25,3,0
CUST-2473,23,Male,Houston,Standard,35.76,35,7,0,Daily,2026-03-23,2,1
CUST-2474,72,Female,Houston,Basic,17.89,54,19,2,Bi-weekly,2026-04-05,5,0
CUST-2475,36,Male,San Antonio,Standard,62.98,48,8,1,Daily,2026-03-29,4,0
CUST-2476,28,Male,New York,Basic,19.88,58,24,1,Daily,2026-04-02,5,1
CUST-2477,66,Other,San Diego,Basic,29.54,44,3,3,Bi-weekly,2026-04-06,3,0
CUST-2478,56,Other,Los Angeles,Premium,90.99,54,11,0,Monthly,2026-05-06,5,0
CUST-2479,37,Female,Philadelphia,Premium,149.93,13,2,0,Weekly,2026-06-15,4,0
CUST-2480,74,Female,Philadelphia,Standard,48.54,58,15,3,Monthly,2026-06-01,2,0
CUST-2481,42,Female,New York,Basic,25.77,25,11,1,Weekly,2026-04-30,4,1
CUST-2482,68,Other,Chicago,Basic,21.86,12,2,3,Daily,2026-06-18,4,0
CUST-2483,35,Female,Houston,Basic,19.95,11,3,2,Bi-weekly,2026-05-22,3,0
CUST-2484,64,Female,San Antonio,Standard,67.89,11,4,4,Daily,2026-05-06,1,1
CUST-2485,38,Other,San Diego,Premium,93.15,16,8,2,Weekly,2026-04-28,5,1
CUST-2486,37,Other,Chicago,Standard,55.22,44,20,4,Monthly,2026-04-03,1,1
CUST-2487,51,Female,Philadelphia,Premium,99.87,45,5,1,Bi-weekly,2026-04-09,5,1
CUST-2488,46,Female,San Antonio,Basic,14.19,21,4,1,Bi-weekly,2026-03-31,5,0
CUST-2489,53,Female,San Jose,Standard,57.93,58,5,3,Bi-weekly,2026-04-01,2,0
CUST-2490,57,Male,Houston,Standard,52.53,57,1,2,Bi-weekly,2026-04-16,2,1
CUST-2491,27,Other,Philadelphia,Basic,20.58,30,10,0,Bi-weekly,2026-06-12,5,0
CUST-2492,30,Female,Chicago,Standard,63.91,4,2,0,Weekly,2026-05-23,2,1
CUST-2493,70,Other,San Diego,Premium,81.69,18,6,1,Monthly,2026-05-11,3,0
CUST-2494,59,Male,San Jose,Premium,79.63,47,2,2,Weekly,2026-04-14,4,1
CUST-2495,42,Female,New York,Standard,40.44,10,3,1,Daily,2026-06-17,5,0
CUST-2496,47,Male,San Diego,Premium,100.56,11,5,3,Monthly,2026-05-11,1,0
CUST-2497,47,Female,Houston,Premium,118.52,19,3,3,Weekly,2026-05-10,1,1
CUST-2498,73,Female,Dallas,Standard,44.75,21,7,0,Daily,2026-04-01,5,0
CUST-2499,43,Male,Philadelphia,Premium,136.89,3,2,0,Bi-weekly,2026-04-09,2,0
CUST-2500,21,Other,Chicago,Standard,32.56,5,1,2,Weekly,2026-06-07,3,0
